No_Inscription;No_Region_MEF;Nom_Dossier;Adresse;Qualite_Sol_Residuel*;Code_Muncp;NO_MRC;Contaminants_sols;Contaminants_eau;LATITUDE_DEG_DEC_NAD83;LONGITUDE_DEG_DEC_NAD83
3962;16;Promenades Richelieu inc. 3102-2213 Québec inc.;"Boulevard du Séminaire Nord
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Nickel (Ni), Zinc (Zn),;0;45.3125666667;-73.2647972222
3963;16;Raffineries de Napierville inc.;"175, rue de l'Église
Napierville";R : Non terminée;68030;680;Acénaphtène, Dichlorobenzènes*, Méthyl naphtalènes (chacun), Naphtalène,;0;45.1862390737;-73.407550964
3965;16;QIT - Fer et Titane inc.;"1625, route Marie-Victorin
Sorel-Tracy";R : Non terminée;53052;530;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;Hydrocarbures pétroliers C10 à C50,;46.0405555556;-73.1347222222
3966;16;Desourdy Inc. 2865-0463 Québec inc.;"3350, boulevard Laurier
Saint-Hubert";R : Non terminée;58227;580;Benzène, Biphényles polychlorés (BPC), Cuivre (Cu), Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Styrène, Toluène, Xylènes (o,m,p), Zinc (Zn),;0;45.4949138889;-73.4769444444
3967;16;Ancienne usine Balmet Canada inc.;"169, rue Saint-Paul
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Arsenic (As), Benzène, Cadmium (Cd), Cuivre (Cu), Éthylbenzène, Nickel (Ni), Plomb (Pb), Soufre total (S), Toluène, Triméthylbenzènes*, Xylènes (o,m,p), Zinc (Zn),;Plomb (Pb),;45.311966108;-73.2599428402
3968;16;Leduc, Richard;"175, rue Principale
Saint-Stanislas-de-Kostka";R : Non terminée;70040;700;Produits pétroliers*,;0;45.1779222222;-74.1279416667
3969;16;Administration de la voie maritime du St-Laurent I.C.G. Propane inc.;"600, rue Garnier
Sainte-Catherine";R : Non terminée;67030;670;Arsenic (As), Cadmium (Cd), Cuivre (Cu), Molybdène (Mo), Plomb (Pb),;0;45.4042472222;-73.6019666667
3970;16;Groupe foncier Brossard inc.;Brossard;R : Non terminée;58007;580;Arsenic (As), Cadmium (Cd), Composés phénoliques*, Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;0;;
3971;16;Pavage Chenail inc. Chenail, Emmanuel;"850, rang 2
Sainte-Clotilde-de-Châteauguay";R : Non terminée;68020;680;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.1531638889;-73.6754444444
3972;16;Terrain de la Compagnie PPG Canada;"31, rue de l'Industrie 
Beauharnois";R : Non terminée;70022;700;Chrome total (Cr), Mercure (Hg),;0;45.3115833333;-73.8918194444
3973;16;Zinc Électrolytique du Canada ltée;"860, boul Cadieux
Salaberry-de-Valleyfield";R : Non terminée;70052;700;Acides minéraux*, Arsenic (As), Cadmium (Cd), Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Mercure (Hg), Plomb (Pb), Sélénium (Se), Zinc (Zn),;Cadmium (Cd), Cuivre (Cu), Plomb (Pb), Sélénium (Se), Zinc (Zn),;45.2280555556;-74.1030555556
3974;16;Nova PB inc.;"1200, rue Garnier
Sainte-Catherine";R : Non terminée;67030;670;Arsenic (As), Cadmium (Cd), Cuivre (Cu), Plomb (Pb),;0;45.4018472222;-73.6006055556
3976;16;2311-7773 Québec inc.et 151-650 Canada inc. ;"97, rue de Vaudreuil
Boucherville";R : Non terminée;58033;580;Huiles usées*, Hydrocarbures aromatiques polycycliques*, Hydrocarbures légers*, Hydrocarbures pétroliers C10 à C50,;0;45.5827777778;-73.4619444444
3977;16;Société du Port de Montréal;"Lot P-252
Contrecoeur";R : Non terminée;59035;590;Cadmium (Cd), Cuivre (Cu), Nickel (Ni), Plomb (Pb), Produits pétroliers*, Zinc (Zn),;0;45.82035;-73.2794222222
3978;16;Briques Canada limitée;"955, ch. Saint-José 
La Prairie";R : Non terminée;67015;670;Huiles usées*, Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;0;45.404975;-73.4927388889
3979;16;CHSLD Chevalier de Lévis Corporation d'hébergement du Québec;"40, rue Lévis
Longueuil";R : Non terminée;58227;580;Hydrocarbures légers*, Hydrocarbures pétroliers C10 à C50,;0;45.5386111111;-73.5025
3980;16;Centre Commercial Plaza Roland-Therrien (1969) inc.;"1999, boulevard Roland-Therrien
Longueuil";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50, Naphtalène, Phénanthrène, Xylènes (o,m,p),;0;45.5386111111;-73.4736111111
3982;16;Radiateur J.P. Signori inc. Signori Jean-Paul;"157, boulevard Laurier
Saint-Basile-le-Grand";R : Non terminée;57020;570;Hydrocarbures pétroliers C10 à C50,;0;45.5308;-73.2843
3984;16;École National d'Aérotechnique Collège Édouard-Montpetit;"5555, place de la Savane
Saint-Hubert";R : Non terminée;58227;580;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Naphtalène, Phénanthrène,;0;45.5188888889;-73.4127777778
3989;16;Société Canadienne des Postes Ministère des Travaux Publics;"80, rue Langlois
Varennes";R : Non terminée;59020;590;Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;0;45.6866777778;-73.4396277778
3990;16;Site contaminé Robinson;"67, rue Robinson
Waterloo";R : Non terminée;47025;470;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;Hydrocarbures légers*,;45.354225;-72.5289666667
3993;16;Saint-Joseph-de-Sorel (MUN) Gouvernement du Québec;"Lot 401
Saint-Joseph-de-Sorel";R : Non terminée;53050;530;Anthracène, Arsenic (As), Benzo(a)anthracène, Benzo(a)pyrène, Benzo(b+j+k)fluoranthène, Benzo(g,h,i)pérylène, Chrome total (Cr), Chrysène, Cuivre (Cu), Fluoranthène, Hydrocarbures pétroliers C10 à C50, Indéno(1,2,3-cd)pyrène, Nickel (Ni), Phénanthrène, Pyrène, Soufre total (S), Zinc (Zn),;0;46.048675;-73.1267666667
3997;16;Spartech Canada inc.;"440, rue Robinson Sud
Granby";R : Non terminée;47017;470;Benzène, Benzo(a)anthracène, Benzo(a)pyrène, Chrysène, Cuivre (Cu), Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Naphtalène, Phénanthrène, Toluène, Xylènes (o,m,p),;0;45.3901944444;-72.7411111111
3998;16;Serres Gilles Ledoux;"2051, rang Charlotte
Saint-Simon";R : Non terminée;54090;540;Huiles usées*, Solvants*,;0;45.7078305556;-72.7894611111
3999;16;135-556 Canada inc.;"311, rue de l'Église
Napierville";R : Non terminée;68030;680;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.1919083333;-73.4021166667
4000;16;Systèmes accessair inc. Dostie, Guy;"1905, rue Pasteur
Sainte-Catherine";R : Non terminée;67030;670;Cadmium (Cd), Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;0;45.3941861111;-73.6007638889
4002;16;Produits Shell Canada limitée;"1, rang Saint-André
Saint-Cyprien-de-Napierville";R : Non terminée;68035;680;Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;0;45.1948638889;-73.4483361111
4005;16;Super C;"544, rue de la Desserte
Saint-Constant";R : Non terminée;67035;670;Hydrocarbures pétroliers C10 à C50,;0;45.3875;-73.5719444444
4006;16;Ville de Delson ;;R : Non terminée;67025;670;Composés phénoliques*, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Sulfates*, Zinc (Zn),;0;45.371;-73.5439444444
4007;16;Transcanada Pipelines;"140, St-André
Saint-Philippe";R : Non terminée;67010;670;Hydrocarbures pétroliers C10 à C50,;0;45.3134694444;-73.4834833333
4008;16;Isolation Manson inc.;"3000, boulevard Matte
Brossard";R : Non terminée;58007;580;Hydrocarbures pétroliers C10 à C50,;0;45.4280555556;-73.4713055556
4009;16;Défense nationale Travaux publics Canada;"Chemin de l'Aéroport
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Benzène, Biphényles polychlorés (BPC), Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Toluène, Xylènes (o,m,p),;0;45.3525972222;-73.2906611111
4011;16;Pétroles Farand-Léger enr.;"1130, boulevard Monseigneur-Langlois
Salaberry-de-Valleyfield";R : Non terminée;70052;700;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.2690944444;-74.1365611111
4012;16;Sunoco inc.;"1095, boulevard Monseigneur-Langlois
Salaberry-de-Valleyfield";R : Non terminée;70052;700;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;Hydrocarbures pétroliers C10 à C50,;45.2696361111;-74.1380472222
4016;16;Les constructions Bricon ltée;"585, rue Sagard
Saint-Bruno-de-Montarville";R : Non terminée;58037;580;Produits pétroliers*,;0;45.5183333333;-73.3625
4017;16;Forges de Sorel inc. (Les);"100, rue McCarthy
Saint-Joseph-de-Sorel";R : Non terminée;53050;530;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;46.0456692601;-73.1265017434
4019;16;Miller, Diane;"988, chemin de l'École
Hemmingford";R : Non terminée;68015;680;Hydrocarbures pétroliers C10 à C50,;0;45.0992861111;-73.5802444444
4020;16;Maison Murray, Parc du Mont Saint-Bruno;"720, de la Rabastalière, Est
Saint-Bruno-de-Montarville";R : Non terminée;58037;580;Produits pétroliers*,;0;45.5420638889;-73.3322361111
4021;16;Produits Shell Canada limitée;"7375, boulevard Taschereau
Brossard";R : Non terminée;58007;580;Benzène, Dichlorobenzènes*, Éthylbenzène, Hydrocarbures légers*, Hydrocarbures pétroliers C10 à C50, Styrène, Toluène, Xylènes (o,m,p),;0;45.4597222222;-73.4647222222
4023;16;Roy, Lucien et Chevrier, Paule;"134, rang Saint-André
Saint-Bernard-de-Lacolle";R : Non terminée;68005;680;Huiles usées*, Hydrocarbures pétroliers C10 à C50,;0;45.0764666667;-73.4351138889
4024;16;La Charmille 9093-9851 Québec inc.;"171, rang Saint-André
Saint-Bernard-de-Lacolle";R : Non terminée;68005;680;Hydrocarbures pétroliers C10 à C50,;0;45.0665388889;-73.4329916667
4025;16;Produits Forestiers Universal inc.;"110, montée Guay
Saint-Bernard-de-Lacolle";R : Non terminée;68005;680;Benzène, Chrome total (Cr), Éthylbenzène, Toluène, Xylènes (o,m,p),;0;45.0191083333;-73.4482916667
4026;16;Sunoco;"3375, boulevard Lapinière
Brossard";R : Non terminée;58007;580;Huiles usées*,;0;45.4622222222;-73.4536111111
4027;16;Chartrand, Gary;"8969, rue Riel
Brossard";R : Non terminée;58007;580;Hydrocarbures pétroliers C10 à C50,;0;45.4391666667;-73.4877777778
4028;16;Pétro-Canada;"La bordure de la route 132 (sous le pont Champlain)
Brossard";R : Non terminée;58007;580;Hydrocarbures légers*, Hydrocarbures pétroliers C10 à C50,;0;45.466546;-73.494347
4029;16;Gabreau, Georges;;R : Non terminée;58007;580;Hydrocarbures pétroliers C10 à C50,;0;45.4341666667;-73.4355555556
4030;16;Globus Entreprises inc. Société Radio-Canada;"6000, boulevard des Prairies
Brossard";R : Non terminée;58227;580;Hydrocarbures légers*, Hydrocarbures pétroliers C10 à C50,;0;45.4280555556;-73.45
4030;16;Globus Entreprises inc. Société Radio-Canada;"6000, boulevard des Prairies
Brossard";R : Non terminée;58007;580;Hydrocarbures légers*, Hydrocarbures pétroliers C10 à C50,;0;45.4280555556;-73.45
4031;16;Les Placements Bellemare Inc. Daoust, Isabelle et Turgeon, Patrick;"5500, DomVille
Saint-Hubert";R : Non terminée;58227;580;Produits pétroliers*,;0;45.4786111111;-73.4477777778
4033;16;Gestion Belux Inc.;"5555, boulevard Marie-Victorin
Brossard";R : Non terminée;58007;580;Hydrocarbures pétroliers C10 à C50,;0;45.4769333333;-73.4987861111
4034;16;Lestage, Marco;"705, rue Édouard VII
Saint-Jacques-le-Mineur";R : Non terminée;68040;680;Huiles usées*,;0;45.2193388889;-73.4429833333
4035;16;Horan, Patricia;"6925, boulevard Taschereau
Brossard";R : Non terminée;58007;580;Produits pétroliers*,;0;45.4677777778;-73.4663888889
4036;16;Centre de jardin Brossard inc.;"6305, boulevard Grande-Allée
Brossard";R : Non terminée;58007;580;Hydrocarbures légers*, Hydrocarbures pétroliers C10 à C50,;0;45.4666666667;-73.4319444444
4038;16;Coopérative fédérée de Québec;"542, route 133
Henryville";R : Non terminée;56042;560;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.1542222222;-73.1938916667
4039;16;Versaille, Georges;"210, rue St-Jacques
Napierville";R : Non terminée;68030;680;Huiles usées*,;0;45.1818083333;-73.3990555556
4040;16;Lestage et fils ltée;"699, Notre-Dame
Saint-Rémi";R : Non terminée;68055;680;Toluène,;0;45.2631916667;-73.61525
4041;16;J.G. Poupart inc. Poupart, Jean-Guy;"87, boulevard Saint-Rémi
Saint- Rémi";R : Non terminée;68055;680;Hydrocarbures légers*,;0;45.2687222222;-73.6126388889
4042;16;Place Roger Sainte-Marie inc.;"540, Notre-Dame
Saint-Rémi";R : Non terminée;68055;680;Cuivre (Cu), Cyanure disponible (CN-), Hydrocarbures pétroliers C10 à C50, Zinc (Zn),;0;45.2682305556;-73.6095777778
4044;16;Serres Hollandaises inc.;"787, route 217
Saint-Cyprien-de-Napierville";R : Non terminée;68035;680;Hydrocarbures pétroliers C10 à C50,;0;45.2016277778;-73.4448944444
4047;16;H.B. Fuller Co Ltd;"88, boulevard Industriel
Boucherville";R : Non terminée;58033;580;Benzène, Chlorophénols*, Fluorène, Phénanthrène,;0;45.585;-73.4616666667
4048;16;Aquaflex Systèmes inc.;"1345, rue Newton
Boucherville";R : Non terminée;58033;580;Hydrocarbures pétroliers C10 à C50,;0;45.5655777778;-73.4251944444
4050;16;Imprimerie Interweb inc.;"1603, boulevard de Montarville
Boucherville";R : Non terminée;58033;580;Huiles usées*,;0;45.5661111111;-73.4030555556
4052;16;Day & Ross Ltd;"1500, boulevard de Montarville
Boucherville";R : Non terminée;58033;580;Hydrocarbures pétroliers C10 à C50,;0;45.5666666667;-73.4097222222
4053;16;Produits moulés Synertech inc. (Les) PP+ Gestion Alain Durivage inc.;"1425, rue Graham-Bell
Boucherville";R : Non terminée;58033;580;Hydrocarbures pétroliers C10 à C50,;0;45.5633333333;-73.4302777778
4054;16;Club nautique de Boucherville inc. Boucherville (V);"535 et 537, boulevard Marie-Victorin
Boucherville";R : Non terminée;58033;580;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;0;45.6116666667;-73.4566666667
4055;16;Ferme Agritex inc.;"1210, rue Volta
Boucherville";R : Non terminée;58033;580;Hydrocarbures pétroliers C10 à C50,;0;45.5672222222;-73.4436111111
4056;16;Aliments Reinhart ltée;"2050, boulevard Industriel
Chambly";R : Non terminée;57005;570;Acides organiques*,;0;45.4355555556;-73.2741666667
4057;16;Iberville (MUN);"340, 10e Avenue
Iberville";R : Non terminée;56083;560;Hydrocarbures légers*,;0;45.3116194444;-73.2381583333
4058;16;Ferronnerie Houle inc.;"365, 2e Avenue
Iberville";R : Non terminée;56083;560;Hydrocarbures pétroliers C10 à C50,;0;45.3038972222;-73.2329027778
4059;16;Polyvalente Marcel Landry (Commission scolaire des Hautes-Rivières);"365, rue Landry,
Saint-Jean-sur-Richelieu, (arr. Iberville)";R : Non terminée;56083;560;Benzène, Produits pétroliers*, Xylènes (o,m,p),;Hydrocarbures légers*,;45.2955638889;-73.2332305556
4061;16;RCP inc.;"Lots 685-34, 385-22, 385-427 et 685-614
Candiac";R : Non terminée;67020;670;Hydrocarbures pétroliers C10 à C50, Pentachlorophénol (PCP),;0;45.3994055556;-73.5212861111
4062;16;146532 Canada inc. (Jet de sable Trans-Canada);"465, rue Trans-Canada
Longueuil";R : Non terminée;58227;580;Zinc (Zn),;0;45.5763888889;-73.4608333333
4063;16;Pratt & Whitney Canada inc.;"1000, boulevard Marie-Victorin
Longueuil";R : Non terminée;58227;580;Biphényles polychlorés (BPC), Cyanure disponible (CN-), Métaux*, Produits pétroliers*,;0;45.5524466562;-73.4934546786
4064;16;Super Escomptes Jean Coutu inc. 98362 Canada inc.;"1135, boulevard Curé-Poirier Ouest
Longueuil";R : Non terminée;58227;580;Benzène, Dichlorobenzènes*, Éthylbenzène, Hydrocarbures légers*, Styrène, Toluène, Xylènes (o,m,p),;0;45.5155555556;-73.4913888889
4065;16;Séchoirs Rive-Sud inc. 2967-3001 Québec inc.;"2800, rue Papineau
Longueuil";R : Non terminée;58227;580;Cadmium (Cd), Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;0;45.5134944444;-73.4899388889
4066;16;Les Immeubles Margela inc. ( ancien Pièces pour auto Allie ltée);"890, boulevard Curé-Poirier Ouest
Longueuil";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50,;0;45.5187911499;-73.4880190846
4069;16;Héroux Devtec inc.;"755, rue Thurber
Longueuil";R : Non terminée;58227;580;Cadmium (Cd), Chrome total (Cr), Trichloroéthylène,;0;45.5372222222;-73.4961111111
4070;16;Hydro-Québec;"635, boulevard Curé-Poirier
Longueuil";R : Non terminée;58227;580;Biphényles polychlorés (BPC), Hydrocarbures pétroliers C10 à C50,;0;45.5222284174;-73.4869046766
4071;16;Goltec Industriel Marine inc.;"88, de la Reine
Sorel-Tracy";R : Non terminée;53052;530;Huiles et graisses totales*,;0;46.0430583333;-73.1177416667
4075;16;Texaco Canada inc. Sorelec inc.;"240, rue du Roi
Sorel-Tracy";R : Non terminée;53052;530;Hydrocarbures légers*, Hydrocarbures pétroliers C10 à C50,;0;46.0376361111;-73.113825
4077;16;Transport Nordique inc. Gestion Jean-Marc Baronet inc.;"2845, de l'Industrie
Saint-Mathieu-de-Beloeil";R : Non terminée;57045;570;Huiles usées*, Métaux*,;0;45.5937388889;-73.2514416667
4078;16;Société coopérative agricole Saint-Denis-sur-Richelieu;"400, route 137
Saint-Denis-sur-Richelieu";R : Non terminée;57068;570;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.7722722222;-73.1409
4079;16;Garage Saint-Antoine 1996 enr.;"1162, rue du Rivage
Saint-Antoine-sur-Richelieu";R : Non terminée;57075;570;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.7849;-73.1676138889
4080;16;Baillargeon, Marie-Ange ;"1228, rue Palardy
Saint-Bruno-de-Montarville";R : Non terminée;58037;580;Hydrocarbures pétroliers C10 à C50,;0;45.5307027778;-73.3473833333
4083;16;A.D. Pièces d'autos Marcel Deschênes;"119, Van Vliet
Lacolle";R : Non terminée;56023;560;Huiles usées*, Hydrocarbures pétroliers C10 à C50,;0;45.07705;-73.35385
4085;16;Garage Choinière et Morin inc. Choinière et Morin inc.;"1245, montée de la Station
Saint-Alexandre";R : Non terminée;56055;560;Calcium (Ca)*,;0;45.234075;-73.1297111111
4086;16;Rousselle, Fernand;"1273, montée de la Station
Saint-Alexandre";R : Non terminée;56055;560;Calcium (Ca)*,;0;45.2357527778;-73.1279027778
4088;16;Centre du camion M.C. ltée Immeubles Margica ltée;"895, rue Aubry
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Huiles usées*, Hydrocarbures pétroliers C10 à C50,;0;45.3097222222;-73.2894444444
4089;16;Vezina Iberville Auto Rebuts   ;"314, 3e Rang Nord
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;0;45.3211111111;-73.2080555556
4091;16;Dramex Expanded Metal Corporation;"62, rue Kelly
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Hydrocarbures pétroliers C10 à C50,;0;45.2736472222;-73.2353833333
4092;16;Hydro-Québec;;R : Non terminée;68020;680;Huiles et graisses totales*,;0;45.1575;-73.6802777778
4093;16;Guillet et Robert inc. Équipement Inotrac;"125, route 104
Saint-Athanase";R : Non terminée;56083;560;Hydrocarbures pétroliers C10 à C50,;0;45.3141527778;-73.2065527778
4094;16;Zinman ltée ;"72, route 104
Saint-Athanase";R : Non terminée;56083;560;Biphényles polychlorés (BPC), Cadmium (Cd), Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Plomb (Pb),;0;45.3126277778;-73.2186
4095;16;La Guinoise Internationale inc.;"522, Rang 4
Sainte-Clotilde-de-Châteauguay";R : Non terminée;68020;680;Hydrocarbures pétroliers C10 à C50,;0;45.1885555556;-73.6599166667
4096;16;Centre Maraîcher Eugène Guinois Jr inc.;"555, Rang 4
Sainte-Clotilde-de-Châteauguay";R : Non terminée;68020;680;Huiles et graisses totales*, Hydrocarbures pétroliers C10 à C50,;0;45.1057388889;-73.6583583333
4097;16;Sintra inc.;"7, rang Saint-Régis Sud  
Saint-Isidore";R : Non terminée;67040;670;Hydrocarbures pétroliers C10 à C50,;0;45.3433150737;-73.6412491385
4098;16;Darona inc.;"320, rue Saint-Michel
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Hydrocarbures pétroliers C10 à C50, Triméthylbenzènes*,;0;45.3147222222;-73.2675
4099;16;Les Halles de Saint-Bruno 9059-9226 Québec inc.;"16, chemin de La Rabastaliére Est
Saint-Bruno-de-Montarville";R : Non terminée;58037;580;Hydrocarbures pétroliers C10 à C50,;0;45.5277777778;-73.3413888889
4102;16;Holdimo Principale Inc. 9047-5591 Québec inc.;"200 B, rue Principale
Châteauguay";R : Non terminée;67050;670;Hydrocarbures pétroliers C10 à C50,;0;45.3562083333;-73.7667694444
4104;16;Les Entreprises J.B.R.G. inc. Del Greco, Theresa et Virelli, Nicolas;"175, boulevard Ford
Châteauguay";R : Non terminée;67050;670;Hydrocarbures pétroliers C10 à C50,;0;45.3483944444;-73.7001861111
4106;16;Ultramar Canada inc. Lebeau-Gareau inc.;"248, boulevard Saint-Jean-Baptiste
Châteauguay";R : Non terminée;67050;670;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.3474060581;-73.7222438673
4107;16;Produits Chimiques Industriels Dorset 291-8846 Canada inc.;"2725, boulevard Ford
Châteauguay";R : Non terminée;67050;670;Benzène,;0;45.3436734243;-73.6799156575
4109;16;2418-0804 Québec inc.  Isganaitis, John;"26, rue Marthe
Saint-Philippe";R : Non terminée;67010;670;Hydrocarbures pétroliers C10 à C50,;0;45.3698194444;-73.4910111111
4110;16;Zieba, Eugenia Anders;"69, montée Monette
Saint-Philippe";R : Non terminée;67010;670;Cadmium (Cd), Chlorophénols*, Composés phénoliques*, Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;0;45.3496222222;-73.4801583333
4111;16;Président of the Lethbridge Stake;"1450, boulevard Marie-Victorin Est
Longueuil";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50, Plomb (Pb),;0;45.5630555556;-73.4905555556
4112;16;Sablière Mercier inc. Beauvais, Claude;"Paroisse Sainte-Philomène
Mercier";R : Non terminée;67045;670;Hydrocarbures pétroliers C10 à C50,;0;45.2853107557;-73.733231529
4113;16;Sablière Mercier inc.;"1138, rang Sainte-Marguerite
Mercier";R : Non terminée;67045;670;Hydrocarbures pétroliers C10 à C50,;0;45.2916666667;-73.7321666667
4114;16;Sablière Mercier inc. Dubuc, Robert;"1138, rang Sainte-Marguerite
Mercier";R : Non terminée;67045;670;Hydrocarbures pétroliers C10 à C50,;0;45.2824973317;-73.7351796889
4116;16;Atelier Donat Pelletier inc. ;"231, rue Brossard
Delson";R : Non terminée;67020;670;Hydrocarbures pétroliers C10 à C50,;0;45.3698888889;-73.5238694444
4116;16;Atelier Donat Pelletier inc. ;"231, rue Brossard
Delson";R : Non terminée;67025;670;Hydrocarbures pétroliers C10 à C50,;0;45.3698888889;-73.5238694444
4117;16;Girard, Joel et Chenard, Carmen;"87, rue du Fleuve
Delson";R : Non terminée;67025;670;Hydrocarbures pétroliers C10 à C50,;0;45.401325;-73.5398777778
4117;16;Girard, Joel et Chenard, Carmen;"87, rue du Fleuve
Delson";R : Non terminée;67030;670;Hydrocarbures pétroliers C10 à C50,;0;45.401325;-73.5398777778
4118;16;Jacques, Claire;"85, rue du Fleuve
Delson";R : Non terminée;67025;670;Hydrocarbures pétroliers C10 à C50,;0;45.4013083333;-73.5398527778
4119;16;Ville de Delson;"336 rue Saint-François-Xavier
Delson";R : Non terminée;67025;670;Hydrocarbures pétroliers C10 à C50,;0;45.3666333333;-73.5382916667
4120;16;Centre de Pneu Saint-Constant Inc. Lupien, Maurice;"77, rue Saint-Pierre
Saint-Constant";R : Non terminée;67035;670;Hydrocarbures pétroliers C10 à C50,;0;45.3786111111;-73.5647222222
4121;16;CPR;"Voie d'évitement du CN-CP située entre la rue Rodier et De la Station
Delson";R : Non terminée;67025;670;Benzo(a)anthracène, Benzo(a)pyrène, Benzo(b+j+k)fluoranthène, Benzo(g,h,i)pérylène, Chrysène, Indéno(1,2,3-cd)pyrène,;0;45.369175;-73.5496944444
4122;16;Dragisa, Jovicic;"17, rue Industrielle
Delson";R : Non terminée;67025;670;Hydrocarbures pétroliers C10 à C50,;0;45.3733694444;-73.5338944444
4123;16;3096-1056 Québec inc. Investissements Cardillo inc.;"15, boulevard Georges-Gagné Est
Delson";R : Non terminée;67025;670;Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Naphtalène, Xylènes (o,m,p),;0;45.3840777778;-73.548425
4124;16;Caisse Populaire Saint-Chrysostome Saint-Chrysostome (Mun);"5, rue Bourdeau
Saint-Chrysostome";R : Non terminée;69017;690;Benzène, Éthylbenzène, Hydrocarbures aromatiques volatiles*, Hydrocarbures légers*, Hydrocarbures pétroliers C10 à C50, Toluène, Triméthylbenzènes*, Xylènes (o,m,p),;0;45.1003722222;-73.7622694444
4125;16;Centre Hospitalier Huntingdon;"198, Châteauguay
Huntingdon";R : Non terminée;69055;690;Hydrocarbures pétroliers C10 à C50,;0;45.0825;-74.1775277778
4129;16;Centre O Pneus Réchappage Action inc. Jacques, Laurent;"885, rue Aubry
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Hydrocarbures pétroliers C10 à C50, Zinc (Zn),;0;45.31;-73.2888888889
4130;16;St-Onge, André et Bessette, Micheline;"85, rue du Fleuve
Delson";R : Non terminée;67025;670;Hydrocarbures pétroliers C10 à C50,;0;45.4013111111;-73.5398527778
4131;16;Ultramar Canada limitée;"1140, boulevard Curé-Poirier Ouest
Longueuil";R : Non terminée;58227;580;Hydrocarbures légers*,;0;45.5152777778;-73.4902777778
4132;16;Ultramar Canada inc.;"3274, boulevard Tascherau
Greenfield Park";R : Non terminée;58227;580;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;0;45.4947222222;-73.4819444444
4133;16;Inconnu (Beauvais);"Lot 93-97 (100)
Kahnawake";R : Non terminée;67802;670;Cadmium (Cd), Mercure (Hg), Plomb (Pb),;0;;
