No_Inscription;No_Region_MEF;Nom_Dossier;Adresse;Qualite_Sol_Residuel*;Code_Muncp;NO_MRC;Contaminants_sols;Contaminants_eau;LATITUDE_DEG_DEC_NAD83;LONGITUDE_DEG_DEC_NAD83
5495;16;Matrec Environnement inc.;"125, rue Bélanger
Châteauguay";R : Non terminée;67050;670;0;Zinc (Zn),;45.3499444444;-73.6951666667
5497;16;Rainville automobile (1975) inc.;"15, chemin Dutilly
Canton de Granby";R : Non terminée;47017;470;Hydrocarbures pétroliers C10 à C50,;0;45.4169416667;-72.7573805556
5499;16;2640-3790 Québec inc.;"Lot 49P, 730P Boul. Taschereau
Brossard";R : Non terminée;58007;580;Cuivre (Cu), Métaux*, Nickel (Ni), Zinc (Zn),;0;45.444725;-73.4727805556
5501;16;Arthur Murphy Contracting Ltd;"1450, Marie-Victorin
Saint-Bruno-de-Montarville";R : Non terminée;58037;580;Hydrocarbures pétroliers C10 à C50,;0;45.5152777778;-73.3669472222
5504;16;Hôpital Charles-Lemoyne - 2002;"3120, boulevard Taschereau
Greenfield Park";R : Non terminée;58227;580;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;45.4972222222;-73.4866666667
5505;16;Ultramar ltée;"2080, boul. Laurier
Saint-Bruno-de-Montarville";R : Non terminée;58037;580;Hydrocarbures pétroliers C10 à C50,;0;45.5147222222;-73.3330555556
5507;16;Exeltor inc;"110, rue Rivière
Bedford";R : Non terminée;46035;460;Hydrocarbures pétroliers C10 à C50, Produits pétroliers*,;0;45.1188888889;-72.9804722222
5508;16;Rivers, Betty;"254, rue Champlain
Saint-Armand";R : Non terminée;46017;460;Hydrocarbures pétroliers C10 à C50,;0;45.04255;-73.0758472222
5509;16;Restaurant Carlo;"575, avenue Victoria
Saint-Lambert";R : Non terminée;58012;580;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;45.5011138889;-73.5094472222
5512;4;Les Carbures Shawinigan inc. (Shawbec inc.);"Rue de la Transmission
Shawinigan";R : Non terminée;36033;360;Biphényles polychlorés (BPC), Hydrocarbures aromatiques polycycliques*, Métaux*,;0;46.5512320556;-72.7378833056
5513;4;Hydro-Québec - Centre des services automatisme et communication;"6215, boulevard des Forges
Trois-Rivières";R : Non terminée;37067;371;Biphényles polychlorés (BPC), Hydrocarbures pétroliers C10 à C50,;Hydrocarbures pétroliers C10 à C50,;46.3654166667;-72.6
5515;6;Terrain résidentiel;"5935, rue Tommy-Douglas
Côte-Saint-Luc";R : Non terminée;66058;660;Arsenic (As), Chrome total (Cr), Cobalt (Co), Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Nickel (Ni), Plomb (Pb), Zinc (Zn),;0;45.4887154158;-73.6530975362
5521;6;École Socrates III;"11, 11e Rue
Roxboro";R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;45.505244806;-73.8024071795
5524;9;Lac Éon, Bassin de la rivière Aguanus;Lac Éon;R : Non terminée;98904;981;Composés phénoliques*, Hydrocarbures pétroliers C10 à C50,;0;;
5526;12;Ultramar;"1131, Jonhson
Rivière Blanche
Thetford Mines";R : Non terminée;31084;310;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;46.091386;-71.335399
5529;16;Construction B.R.N. inc. Bruno Bousquet;"516, rang 7
Saint-Dominique";R : Non terminée;54060;540;Hydrocarbures légers*,;0;45.5760138889;-72.8543194444
5530;16;Produits Pétro-Canada inc.;"767, rue St-Laurent Ouest
Longueuil";R : Non terminée;58227;580;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Méthyl naphtalènes (chacun), Toluène, Xylènes (o,m,p),;0;45.5291666667;-73.5133333333
5531;16;Produits Chimiques Shefford;"1028, rue Principale
Granby";R : Non terminée;47017;470;Éthylène glycol, Hydrocarbures aromatiques volatiles*, Hydrocarbures chlorés*, Hydrocarbures pétroliers C10 à C50,;Trichloroéthylène,;45.4144444444;-72.7625
5532;16;Esso Gravel et Frère Gravel, Jean-Louis, Guy;"2271, chemin de Chambly
Longueuil";R : Non terminée;58227;580;Benzène, Composés phénoliques*, Éthylbenzène, Hydrocarbures légers*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.52653647;-73.474127401
5534;16;Pétro-Canada Vani Vani, Arnoldo;"191, rue Principale
Châteauguay";R : Non terminée;67050;670;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;0;45.3558888889;-73.7656277778
5535;16;Longueuil (V) Marcoux, André;"1000, rue Papineau
Longueuil";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50,;0;45.5180555556;-73.5052777778
5536;16;Pétro-Canada Station-service Beaudry, Yvon;"929, rue Principale
Saint-Paul-d'Abbotsford";R : Non terminée;55015;550;Toluène, Xylènes (o,m,p),;0;45.43755;-72.8843138889
5537;16;PolyOne Canada inc. (ancienne industries Synergetics);"177, rue Saint-André
Saint-Rémi";R : Non terminée;68055;680;Alcools*, Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Nickel (Ni), Phthalates (chacun), Plomb (Pb), Solvants*,;Alcools*, Huiles et graisses totales*, Phtalate de dibutyle,;45.2571697895;-73.6122377515
5538;16;Ancienne Raffinerie de sucre du Québec;"100, de la Raffinerie
Mont-Saint-Hilaire";R : Non terminée;57035;570;Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50, Métaux*,;Métaux*,;45.5801233869;-73.1827060567
5539;16;Ispat Sidbec Inc.;"2555, chemin du Lac
Longueuil";R : Non terminée;58227;580;Cadmium (Cd), Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;0;45.5688888889;-73.4577777778
5540;16;École Armand Racicot Commission scolaire Marie-Victorin;"965, Saint-Thomas
Longueuil";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50,;0;45.5325052836;-73.4966967657
5541;16;Services Charles Bockus inc.;"1582, rue Sud
Cowansville";R : Non terminée;46080;460;Produits pétroliers*,;0;45.1922777778;-72.7541944444
5542;16;École Curé Lequin (Com. scol. Marie-Victorin) bris 1988;"653, rue Préfontaine
Longueuil";R : Non terminée;58227;580;Hydrocarbures pétroliers C10 à C50,;0;45.5233333333;-73.5108333333
5544;16;Pétromont inc. - EDC-VCM;"2931, route Marie-Victorin
Varennes";R : Non terminée;59020;590;Benzène, Chlorobenzènes*, Composés phénoliques*, Dichlorobenzènes*, Hydrocarbures chlorés*,;0;45.6983333333;-73.4219444444
5545;16;Pétromont inc.;"2931, route Marie-Victorin
Varennes";R : Non terminée;59020;590;Mercure (Hg),;0;45.6983333333;-73.4219444444
5546;16;Recyclage Poirier inc.;;R : Non terminée;53040;530;Huiles usées*,;0;45.9198583333;-73.1678
5576;16;Station-service;"500, boul. de Mortagne
Boucherville";R : Non terminée;58033;580;Benzène, Xylènes (o,m,p),;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;45.5908333333;-73.4364194444
5578;15;Pétrolière Impériale (#44-5294);"401, rue St-Georges
Saint-Jérôme";R : Non terminée;75017;750;Benzène, Éthylbenzène, Huiles usées*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;Xylènes (o,m,p),;45.778724;-74.002243
5579;15;Pavillon Mont-Sinaï  (Centre hospitalier Laurentien);"100, chemin du Mont-Sinaï
Sainte-Agathe-des-Monts";R : Non terminée;78032;780;Hydrocarbures aromatiques polycycliques*, Hydrocarbures légers*, Manganèse (Mn), Soufre total (S),;0;;
5585;16;Pratt & Whitney Canada inc. - Usine 5 Découverte 2002;"7007, chemin de la Savane
Saint-Hubert";R : Non terminée;58227;580;0;0;45.5297089116;-73.4058634446
5586;16;Ancien site d'enfouissement # 1 et #2;"860, boul Cadieux
Salaberry-de-Valleyfield";R : Non terminée;70052;700;Cadmium (Cd), Cuivre (Cu), Sélénium (Se), Zinc (Zn),;Cadmium (Cd), Sélénium (Se), Zinc (Zn),;45.2280555556;-74.1030555556
5587;16;Kelly Sani-Vac inc.;"Lot 2 070 738 du cadastre du Québec
Notre-Dame-de-l'Île-Perrot";R : Non terminée;71065;710;Hydrocarbures pétroliers C10 à C50, Métaux*,;0;45.3701861111;-73.9165583333
5594;16;Secteur sites de brûlage Nord et Sud;"55, rue Masson
Salaberry-de-Valleyfield";R : Non terminée;70052;700;Cuivre (Cu), Plomb (Pb), Zinc (Zn),;Dinitro-2,4 toluène, Plomb (Pb),;45.2866666667;-74.0716666667
5600;3;Édifice à logements sur la rue des Cyprès;"4225, 4229, des Cyprès
Québec";R : Non terminée;23027;230;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;46.8807444444;-71.2833222222
5602;3;Emprise de la voie ferrée du Canadien National adjacent à l'avenue Conway;;R : Non terminée;23027;230;Biphényles polychlorés (BPC), Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Métaux*, Plomb (Pb), Zinc (Zn),;Hydrocarbures pétroliers C10 à C50, Métaux*,;46.8318;-71.2275194444
5614;3;Pétro-Canada (station #13058);"5055, 1re Avenue
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;46.8471083333;-71.2537166667
5626;17;Parc linéaire des Bois-Francs;"326, rue de Bigarré
Victoriaville";R : Non terminée;39062;390;Benzène, Manganèse (Mn), Méthyl naphtalènes (chacun),;Benzène, Éthylbenzène, Manganèse (Mn),;46.05995;-71.9582166667
5634;2;Lavoie, Louis-Joseph;"3905, rue St-Laurent
Jonquière";R : Non terminée;94068;941;Hydrocarbures pétroliers C10 à C50,;0;48.4187361111;-71.2514527778
5636;2;Tremblay, Yvonne;"5764, chemin Saint-André
Jonquière";R : Non terminée;94068;941;Hydrocarbures pétroliers C10 à C50,;Hydrocarbures pétroliers C10 à C50,;48.4745895634;-71.3813559967
5637;16;Police et incendies;"90, boul. de Bromont
Bromont";R : Non terminée;46078;460;Hydrocarbures légers*, Hydrocarbures pétroliers C10 à C50,;0;45.3191666667;-72.6458333333
5640;2;Lapointe, Denis (Françoise Dufour);"787, boulevard Ste-Geneviève
Chicoutimi";R : Non terminée;94068;941;Hydrocarbures pétroliers C10 à C50,;Hydrocarbures pétroliers C10 à C50,;48.4462361111;-71.08295
5646;16;Lebeau vitres d'auto;"553, rue Principale
Granby";R : Non terminée;47017;470;Xylènes (o,m,p),;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;45.4061111111;-72.7388888889
5647;15;9031-1416 Québec inc. (David, André);"8931, rue Saint-Vincent
Mirabel";R : Non terminée;74005;740;Hydrocarbures lourds*,;Hydrocarbures lourds*,;45.6194472222;-74.1030555556
5653;15;Pétrolière Impériale;"313, boulevard du Curé-Labelle
Sainte-Thérèse";R : Non terminée;73010;730;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;45.6475;-73.8408333333
5654;16;Valleytank inc.;"950, boul. Gérard Cadieux, suite 600
Salaberry-de-Valleyfield";R : Non terminée;70052;700;Éthylène glycol,;0;45.22606;-74.09756
5659;6;Faubourg Québec Îlot C (portion ouest);"851 Saint-Christophe,
Montréal";R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;45.5137916667;-73.5524
5662;15;Pétrolière Impériale;"344, boul. Arthur-Sauvé
Saint-Eustache";R : Non terminée;72005;720;Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;45.5608333333;-73.9008333333
5665;2;Camp Buade  (Compagnie Abitibi-Consolidated du Canada inc.);;R : Non terminée;91902;910;Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;49.0081302338;-74.242489344
5667;16;André Venneman;"Lot 125-47 cadastre de la  paroisse de Saint-Georges-de-Clarenceville
Venise-en-Québec";R : Non terminée;56005;560;Baryum (Ba), Cadmium (Cd), Cuivre (Cu), Étain (Sn), Manganèse (Mn), Plomb (Pb), Zinc (Zn),;0;45.06535;-73.1642055556
5669;2;Les Pétroles R.L. inc.;"5591, boulevard Talbot
Laterrière";R : Non terminée;94068;941;Hydrocarbures pétroliers C10 à C50,;0;48.3173037473;-71.1339997461
5670;2;Atelier C.G. - MEC 2000 inc.;"6734, boulevard Talbot
Laterrière";R : Non terminée;94068;941;Hydrocarbures pétroliers C10 à C50,;0;48.2980793915;-71.1536136874
5672;16;Ameublement de bureau Focus inc.;"1310, rue Nobel               
Boucherville                  
";R : Non terminée;58033;580;Trichloroéthylène,;Trichloroéthylène,;45.5702;-73.4401
5674;14;Station service;"587, rue Principale
Saint-Donat";R : Non terminée;62060;620;Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;46.3164083333;-74.2181361111
5676;2;Ville Saguenay;"2025, rue de Vimy
Chicoutimi";R : Non terminée;94068;941;Hydrocarbures pétroliers C10 à C50,;0;48.4522805556;-71.0596
5677;2;Dany Tremblay;"4746, chemin St-Isidore
Laterrière";R : Non terminée;94068;941;Xylènes (o,m,p),;0;48.3337466821;-71.0415780476
5678;2;Pétroles Cadeko inc.;"1005, avenue du Pont Sud      
Alma 
";R : Non terminée;93042;930;Hydrocarbures pétroliers C10 à C50,;0;48.5356421168;-71.6474717983
5681;3;Galibois, Suzanne;"993, avenue de Bougainville
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.7998138889;-71.2355
5682;3;Kilfoil, J. Cecil;"995, 997, avenue de Bougainville
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.7997833333;-71.2354194444
5683;2;Ville de Roberval;"boulevard Saint-Joseph
Roberval";R : Non terminée;91025;910;Hydrocarbures pétroliers C10 à C50,;0;48.5200047992;-72.2216812063
5693;4;Gaston Thériault et Fils;"10750, rue Notre-Dame
Trois-Rivières";R : Non terminée;37067;371;Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;Manganèse (Mn), Zinc (Zn),;46.27978;-72.66484
5695;16;Les Soudures J.M. Tremblay (1987) inc.;"1563, boulevard Bord-de-l'Eau
Salaberry-de-Valleyfield";R : Non terminée;70052;700;Hydrocarbures pétroliers C10 à C50, Méthyl naphtalènes (chacun),;0;45.2908555556;-74.1326861111
5702;16;Métro Breton;"65, rue Principale
Granby";R : Non terminée;47017;470;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;45.3988888889;-72.7211111111
5706;14;Mylène Gadoury;"693, Bayonne Sud
Sainte-Geneviève-de-Berthier";R : Non terminée;52040;520;Hydrocarbures pétroliers C10 à C50,;0;46.0936;-73.2281166667
5708;11;Chemin de fer de la Matapédia et du Golfe inc.;;R : Non terminée;99999;999;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;47.97661;-66.935191
5708;11;Chemin de fer de la Matapédia et du Golfe inc.;;R : Non terminée;6045;60;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;47.97661;-66.935191
5709;11;Route 132 - ministère des Transports (MTQ) - Gaspésie;;R : Non terminée;3902;30;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;Hydrocarbures aromatiques volatiles*,;49.1446861111;-64.7597277778
5714;8;Leclair Lynn (Resto Centre-ville Inc.);"630, 10e Avenue
Senneterre";R : Non terminée;89040;890;0;Tétrachloroéthène, Trichloroéthylène,;48.3899055556;-77.2425916667
5716;12;Produits Shell Canada ltée (Ex-Dépôt pétrolier);"2116, Notre-Dame Nord       
Thetford Mines             
";R : Non terminée;31084;310;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;46.1128333333;-71.2699444444
5718;6;Terrain de 4093399 Canada inc.;"7060-7080, rue Hutchison
Montréal";R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;45.5292820152;-73.6217518011
5719;16;Succession Rosaire Lussier;"1570, rue Saint-Louis (lot P-273)
Sainte-Julie";R : Non terminée;59010;590;Hydrocarbures pétroliers C10 à C50,;0;45.59435;-73.33595
5721;4;Kruger inc. Neiges usées (site A);"3735, boulevard Gene-H.-Kruger
Trois-Rivières";R : Non terminée;37067;371;Soufre total (S),;0;46.3261111111;-72.5566666667
5722;4;Kruger inc. Neiges usées (Site B);"3735, boulevard Gene-H.-Kruger
Trois-Rivières";R : Non terminée;37067;371;Cuivre (Cu), Soufre total (S),;0;46.3261111111;-72.5566666667
5723;12;CN Amérique du Nord (route de l'Église, Val Alain);"Route de l'Église
Val-Alain";R : Non terminée;33070;330;Hydrocarbures légers*,;0;46.4144130429;-71.7524640305
5728;6;333, chemin Bord-du-Lac, Pointe-Claire;"339, chemin du Bord-du-Lac
Pointe-Claire";R : Non terminée;66097;660;Hydrocarbures pétroliers C10 à C50,;Éthylbenzène, Hydrocarbures pétroliers C10 à C50,;45.4288888889;-73.8280555556
5738;6;Agence d'assurance UPS Capital, inc. du Canada;"1221, 32e Avenue
Lachine";R : Non terminée;66023;660;Hydrocarbures pétroliers C10 à C50,;0;45.656942616;-73.4994225797
5742;6;Canterm terminaux canadiens inc.;"10000, Notre-Dame Est
Montréal-Est";R : Non terminée;66007;660;Hydrocarbures pétroliers C10 à C50, Méthyl naphtalènes (chacun),;0;45.6206526575;-73.5059884723
5757;16;Anciens réservoirs de bunker;"379, rue Racine
Granby";R : Non terminée;47017;470;Hydrocarbures lourds*,;0;45.4019444444;-72.7344444444
5764;16;Recyclage des carrières;;R : Non terminée;56083;560;Hydrocarbures pétroliers C10 à C50,;0;45.3033055556;-73.3138888889
5766;14;Garage Lac D'argent;;R : Non terminée;62047;620;Hydrocarbures pétroliers C10 à C50,;0;46.07521;-73.885248
5769;16;Banque de Montréal;"3553, rue Lareau
Carignan";R : Non terminée;57010;570;Hydrocarbures pétroliers C10 à C50,;0;45.4644277778;-73.3464027778
5772;14;Marc Legault;"1887, Route 125
Saint-Donat";R : Non terminée;62060;620;Benzène, Éthylbenzène, Xylènes (o,m,p),;0;46.29097;-74.18047
5773;16;Loiselle, Jules;"680, boulevard Laurier
Sainte-Madeleine";R : Non terminée;54025;540;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;0;45.5952777778;-73.0938888889
5777;17;Monsieur Alain St-Pierre;"1165, rue Principale
Saint-Albert";R : Non terminée;39085;390;0;Hydrocarbures aromatiques volatiles*,;46.0023166667;-72.0854277778
5789;6;Bureau de poste - Boul. St-Michel;"7640, boulevard Saint-Michel
Montréal";R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;45.5611111111;-73.6047222222
5791;15;Les Galeries des Monts inc.;"75, rue de la Gare, bloc D-3
Saint-Sauveur";R : Non terminée;77043;770;Tétrachloroéthène, Trichloroéthylène,;Dichloro-1,1 éthène, Dichloro-1,2 éthène (cis et trans), Dichloro-1,2 éthène (trans), Pentachloroéthane, Trichloroéthylène,;45.8913392823;-74.1547318553
5793;2;Les pétroles Irving ing. (Roberval);"882, boul. Saint-Joseph
Roberval";R : Non terminée;91025;910;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;Benzène, Toluène,;48.519637;-72.221771
5798;10;Site de télécommunication Tréfart;"LG-4
Baie-James";R : Non terminée;99060;991;Hydrocarbures pétroliers C10 à C50,;0;52.6538888889;-74.9569444444
5800;10;Service de réparation F.B.;"239, 3e Rue
Chibougamau";R : Non terminée;99025;991;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;49.913746;-74.356132
5804;15;Garage municipal de Paroisse de Sainte-Marguerite-du-Lac-Masson;"245, chemin Masson
Sainte-Marguerite-du-Lac-Masson";R : Non terminée;77012;770;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;46.036087178;-74.0649744212
5805;16;Ville de Beloeil (lot 28-413 St-Georges);"rue Saint-Georges
Beloeil ; lot 28-413";R : Non terminée;57040;570;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;45.5484555556;-73.2145861111
5811;16;Ritchie;"Rue Rosalie
Vaudreuil-Dorion";R : Non terminée;71083;710;Baryum (Ba), Cadmium (Cd), Cuivre (Cu), Étain (Sn), Zinc (Zn),;0;45.4438888889;-74.1375
5812;2;Ville de Roberval - Rue Arthur (voisin du 882 boul. St-Joseph);"Rue Arthur
Roberval";R : Non terminée;91025;910;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;;
5813;16;Ville de Sutton (Caserne et hôtel de ville);"11, rue Principale Sud
Sutton";R : Non terminée;46058;460;Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;0;45.1061722222;-72.6156666667
5816;2;Proulx, Damien;"1024, boul. du Saguenay
Jonquière";R : Non terminée;94068;941;Cuivre (Cu), Plomb (Pb), Zinc (Zn),;0;48.4348835987;-71.0991299162
5817;16;Manufacture Demco inc.;"2, Waterman
Saint-Lambert";R : Non terminée;58012;580;Baryum (Ba), Cadmium (Cd), Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Zinc (Zn),;0;45.4966328647;-73.5114803795
5819;16;Station-service Ultramar;"51, rue Harwood
Vaudreuil-Dorion";R : Non terminée;71083;710;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;45.43155;-74.113175
5825;16;9087-7432 Québec inc. (locataire);"1166, avenue Victoria
Lemoyne";R : Non terminée;58227;580;Hydrocarbures aromatiques volatiles*,;0;45.4927777778;-73.4966666667
5827;15;Garage Gémont inc.;"1910, chemin Gémont,
Saint-Adolphe-d'Howard";R : Non terminée;77065;770;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.9238327135;-74.3929205316
5835;12;Station-service Ultramar (Alimentation Couche-Tard inc.);"8025, boulevard de la Rive Sud
Lévis";R : Non terminée;25213;251;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Toluène, Xylènes (o,m,p),;Benzène,;46.8170916667;-71.1438
5837;6;Place Alexis Nihon inc. (Tour Plaza);"4000, boul. de Maisonneuve Ouest
Montréal";R : Non terminée;66023;660;Hydrocarbures pétroliers C10 à C50,;0;45.488158;-73.587681
5841;6;École des métiers de l'équipement motorisé;"5455, rue Saint-Denis
Montréal";R : Non terminée;66023;660;Hydrocarbures pétroliers C10 à C50,;0;45.5296041693;-73.5942472512
5847;6;École Herbert-Purcell;"13350, rue Purcell
Pierrefonds";R : Non terminée;66023;660;Hydrocarbures pétroliers C10 à C50,;0;45.502525;-73.8455833333
5848;6;Terrains 3702 à 3720, rue Wellington & 3711, boul. LaSalle, Montréal;"3702 à 3720, rue Wellington et 3711, boul. LaSalle
Montréal";R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Métaux*,;0;45.4666666667;-73.5663888889
5852;14;Réservoirs souterrain d'huile usée;"100, route 3
Saint-Donat";R : Non terminée;62060;620;Hydrocarbures pétroliers C10 à C50,;0;;
5853;14;Réservoirs souterrains Garage municipal (La Plaine);"3640, Hôtel-de-Ville
Terrebonne";R : Non terminée;64008;640;Hydrocarbures pétroliers C10 à C50,;Benzène,;45.7913888889;-73.7622222222
